what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237719550359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237719550828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237719554109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237719559828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237719561109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237720326312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237720326328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237720326531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237720326890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237724475234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237724475250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237724475703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237724476125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725006546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725006562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725006984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725007375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725196296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725196296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725196531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725196718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725285703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725285718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725286093
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237725286343
