what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458111171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458111656
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1237458114468
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458133515
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1237458135843
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1237458138687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1237458142890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458143500
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1237458144718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1237458145921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458150093
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458157593
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458160328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458160968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458189718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458189734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458190218
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458203250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458205000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458274375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458274390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458274859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1237458281250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458281687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1237458299171
