what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414022406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414022406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414022687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414023078
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414720203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414720218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414720640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238414721062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238418416781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238418416796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238418417265
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238418417703
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238419167796
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238419167796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238419168296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238419168875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422789859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422789875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422790312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422790640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422799390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422799421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422799875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238422800671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238423173796
